,age,inheritance,payment,principal,coupon,prob_survival,prob_dying,prob_death,TIPS,annuity_payment,annuity_cost,discount,annuity_purchase,annuity_benefit,total_cost,tips_cost,annuity_cost2
66,132,0.0,0.0,0.0,0.0,8.195197185016708e-14,0.753148611824565,2.5003713485854056e-13,0.0,7034.8822166232085,1.1023442901321974e-10,0.19120578098305582,1.1023442901321974e-10,7034.8822166232085,0.0,0.0,0.0
67,133,0.0,0.0,0.0,0.0,2.0229958014927912e-14,0.753148611824565,6.172201383523917e-14,0.0,7245.928683121905,2.7344260957501396e-11,0.18654222534932277,2.7344260957501396e-11,7245.928683121905,0.0,0.0,0.0
68,134,0.0,0.0,0.0,0.0,4.9937932187157215e-15,0.753148611824565,1.523616479621219e-14,0.0,7463.306543615562,6.782895452946618e-12,0.18199241497494906,6.782895452946618e-12,7463.306543615562,0.0,0.0,0.0
69,135,0.0,0.0,0.0,0.0,1.2327247883010494e-15,0.753148611824565,3.761068430414672e-15,0.0,7687.205739924029,1.6825348030838833e-12,0.17755357558531618,1.6825348030838833e-12,7687.205739924029,0.0,0.0,0.0
70,136,0.0,0.0,0.0,0.0,3.042998252303832e-16,0.753148611824565,9.284249630706662e-16,0.0,7917.821912121751,4.173620813156887e-13,0.17322300057104018,4.173620813156887e-13,7917.821912121751,0.0,0.0,0.0
71,137,0.0,0.0,0.0,0.0,7.511683427966233e-17,0.753148611824565,2.291829909507209e-16,0.0,8155.356569485403,1.0352897699405219e-13,0.16899804933760018,1.0352897699405219e-13,8155.356569485403,0.0,0.0,0.0
72,138,0.0,0.0,0.0,0.0,1.8542694817278743e-17,0.753148611824565,5.657413946238358e-17,0.0,8400.017266569965,2.5680936427302816e-14,0.16487614569521972,2.5680936427302816e-14,8400.017266569965,0.0,0.0,0.0
73,139,0.0,0.0,0.0,0.0,4.5772899561587006e-18,0.753148611824565,1.3965404861120043e-17,0.0,8652.017784567064,6.370298586269794e-15,0.16085477628801925,6.370298586269794e-15,8652.017784567064,0.0,0.0,0.0
74,140,0.0,0.0,0.0,0.0,1.129910379759251e-18,0.753148611824565,3.4473795763994494e-18,0.0,8911.578318104077,1.5801878639864304e-15,0.15693148906148222,1.5801878639864304e-15,8911.578318104077,0.0,0.0,0.0
75,141,0.0,0.0,0.0,0.0,2.78919945757404e-19,0.753148611824565,8.5099043400184705e-19,0.0,9178.9256676472,3.9197435593865035e-16,0.15310389176729974,3.9197435593865035e-16,9178.9256676472,0.0,0.0,0.0
76,142,0.0,0.0,0.0,0.0,6.88517758000322e-20,0.753148611824565,2.100681699573718e-19,0.0,9454.293437676615,9.723141103356753e-17,0.14936965050468268,9.723141103356753e-17,9454.293437676615,0.0,0.0,0.0
77,143,0.0,0.0,0.0,0.0,1.6996156434581767e-20,0.753148611824565,5.185561936545043e-20,0.0,9737.922240806914,2.4118790294174854e-17,0.1457264882972514,2.4118790294174854e-17,9737.922240806914,0.0,0.0,0.0
78,144,0.0,0.0,0.0,0.0,4.19552480952336e-21,0.753148611824565,1.2800631625058406e-20,0.0,10030.059908031122,5.982799581645023e-18,0.14217218370463552,5.982799581645023e-18,10030.059908031122,0.0,0.0,0.0
79,145,0.0,0.0,0.0,0.0,1.0356711233553188e-21,0.753148611824565,3.1598536861680416e-21,0.0,10330.961705272057,1.484066588645483e-18,0.1387045694679371,1.484066588645483e-18,10330.961705272057,0.0,0.0,0.0
