,age,inheritance,payment,principal,coupon,prob_survival,prob_dying,prob_death,TIPS,annuity_payment,annuity_cost,discount,annuity_purchase,annuity_benefit,total_cost,tips_cost,annuity_cost2,,,Age,Inheritance,Payment,Principal,Coupon,Prob survival,Prob of dying,Prob death,TIPS,Payment,Cost,Discount,Purchase,Benefit,Total Cost,TIPS Cost,Annuity Cost,,Age,Inheritance,Payment,Principal,Coupon,Prob survival,Prob of dying,Prob death,TIPS,Payment,Cost,Discount,Purchase,Benefit,Total Cost,TIPS Cost,Annuity Cost
55,121,0,0,0,0,3.95E-07,0.721530301,1.02E-06,0,5082.148592,0.000503824,0.250878554,0.000503824,5082.148592,0,0,0,,,121,$0,$0,$0,$0.0000000,0.00%,72.15%,0.00%,0.00%,"$5,082",$0,25.1%,$0,"$5,082",,,,, -   , -   , -   , -   , -   , 0 , (0), 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
56,122,0,0,0,0,9.75E-08,0.753148612,2.98E-07,0,5234.613049,0.000124976,0.244759565,0.000124976,5234.613049,0,0,0,,,122,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$5,235",$0,24.5%,$0,"$5,235",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
57,123,0,0,0,0,2.41E-08,0.753148612,7.35E-08,0,5391.651441,3.10E-05,0.23878982,3.10E-05,5391.651441,0,0,0,,,123,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$5,392",$0,23.9%,$0,"$5,392",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
58,124,0,0,0,0,5.94E-09,0.753148612,1.81E-08,0,5553.400984,7.69E-06,0.232965678,7.69E-06,5553.400984,0,0,0,,,124,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$5,553",$0,23.3%,$0,"$5,553",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
59,125,0,0,0,0,1.47E-09,0.753148612,4.48E-09,0,5720.003014,1.91E-06,0.227283588,1.91E-06,5720.003014,0,0,0,,,125,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$5,720",$0,22.7%,$0,"$5,720",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
60,126,0,0,0,0,3.62E-10,0.753148612,1.11E-09,0,5891.603104,4.73E-07,0.221740086,4.73E-07,5891.603104,0,0,0,,,126,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$5,892",$0,22.2%,$0,"$5,892",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
61,127,0,0,0,0,8.94E-11,0.753148612,2.73E-10,0,6068.351197,1.17E-07,0.216331791,1.17E-07,6068.351197,0,0,0,,,127,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$6,068",$0,21.6%,$0,"$6,068",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
62,128,0,0,0,0,2.21E-11,0.753148612,6.73E-11,0,6250.401733,2.91E-08,0.211055406,2.91E-08,6250.401733,0,0,0,,,128,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$6,250",$0,21.1%,$0,"$6,250",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
63,129,0,0,0,0,5.45E-12,0.753148612,1.66E-11,0,6437.913785,7.22E-09,0.205907713,7.22E-09,6437.913785,0,0,0,,,129,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$6,438",$0,20.6%,$0,"$6,438",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
64,130,0,0,0,0,1.34E-12,0.753148612,4.10E-12,0,6631.051199,1.79E-09,0.200885574,1.79E-09,6631.051199,0,0,0,,,130,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$6,631",$0,20.1%,$0,"$6,631",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
65,131,0,0,0,0,3.32E-13,0.753148612,1.01E-12,0,6829.982735,4.44E-10,0.195985926,4.44E-10,6829.982735,0,0,0,,,131,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$6,830",$0,19.6%,$0,"$6,830",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
66,132,0,0,0,0,8.20E-14,0.753148612,2.50E-13,0,7034.882217,1.10E-10,0.191205781,1.10E-10,7034.882217,0,0,0,,,132,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$7,035",$0,19.1%,$0,"$7,035",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
67,133,0,0,0,0,2.02E-14,0.753148612,6.17E-14,0,7245.928683,2.73E-11,0.186542225,2.73E-11,7245.928683,0,0,0,,,133,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$7,246",$0,18.7%,$0,"$7,246",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
68,134,0,0,0,0,4.99E-15,0.753148612,1.52E-14,0,7463.306544,6.78E-12,0.181992415,6.78E-12,7463.306544,0,0,0,,,134,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$7,463",$0,18.2%,$0,"$7,463",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
69,135,0,0,0,0,1.23E-15,0.753148612,3.76E-15,0,7687.20574,1.68E-12,0.177553576,1.68E-12,7687.20574,0,0,0,,,135,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$7,687",$0,17.8%,$0,"$7,687",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
70,136,0,0,0,0,3.04E-16,0.753148612,9.28E-16,0,7917.821912,4.17E-13,0.173223001,4.17E-13,7917.821912,0,0,0,,,136,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$7,918",$0,17.3%,$0,"$7,918",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
71,137,0,0,0,0,7.51E-17,0.753148612,2.29E-16,0,8155.356569,1.04E-13,0.168998049,1.04E-13,8155.356569,0,0,0,,,137,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$8,155",$0,16.9%,$0,"$8,155",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
72,138,0,0,0,0,1.85E-17,0.753148612,5.66E-17,0,8400.017267,2.57E-14,0.164876146,2.57E-14,8400.017267,0,0,0,,,138,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$8,400",$0,16.5%,$0,"$8,400",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
73,139,0,0,0,0,4.58E-18,0.753148612,1.40E-17,0,8652.017785,6.37E-15,0.160854776,6.37E-15,8652.017785,0,0,0,,,139,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$8,652",$0,16.1%,$0,"$8,652",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
74,140,0,0,0,0,1.13E-18,0.753148612,3.45E-18,0,8911.578318,1.58E-15,0.156931489,1.58E-15,8911.578318,0,0,0,,,140,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$8,912",$0,15.7%,$0,"$8,912",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
75,141,0,0,0,0,2.79E-19,0.753148612,8.51E-19,0,9178.925668,3.92E-16,0.153103892,3.92E-16,9178.925668,0,0,0,,,141,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$9,179",$0,15.3%,$0,"$9,179",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , -   , 0 , 0 , 0 , -   , -   , -   , -   
76,142,0,0,0,0,6.89E-20,0.753148612,2.10E-19,0,9454.293438,9.72E-17,0.149369651,9.72E-17,9454.293438,0,0,0,,,142,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$9,454",$0,14.9%,$0,"$9,454",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
77,143,0,0,0,0,1.70E-20,0.753148612,5.19E-20,0,9737.922241,2.41E-17,0.145726488,2.41E-17,9737.922241,0,0,0,,,143,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$9,738",$0,14.6%,$0,"$9,738",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
78,144,0,0,0,0,4.20E-21,0.753148612,1.28E-20,0,10030.05991,5.98E-18,0.142172184,5.98E-18,10030.05991,0,0,0,,,144,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$10,030",$0,14.2%,$0,"$10,030",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
79,145,0,0,0,0,1.04E-21,0.753148612,3.16E-21,0,10330.96171,1.48E-18,0.138704569,1.48E-18,10330.96171,0,0,0,,,145,$0,$0,$0,$0.0000000,0.00%,75.31%,0.00%,0.00%,"$10,331",$0,13.9%,$0,"$10,331",,,,, -   , -   , -   , -   , -   , 0 , -   , 0 , -   , 0 , 0 , 0 , 0 , 0 , -   , -   , -   
